,Unnamed: 0,Unnamed: 0.1,url,winery,name,types,region,country,rating,n_rating,price,review,grapes,regional,food
1619,1619,1619,https://www.vivino.com/arcosso-grande-reserva/w/3143984?year=2013&amp;price_id=18163967,Quinta de Arcossó,Grande Reserva Tinto 2013,Red wine,Trás-os-Montes,Portugal,4.3,64 ratings,21.91,"Community reviews
Very dark colour. Intens red fruit and black fruit. Tannine. Vanille. Lots of wood. Beautiful heavy wine. Typical wine of the tras os montes area. Worth the money!!
Like
Comment
Karel Abbenes
90 ratings
Rated on Sep 11, 2017
Amazing! Smooth and rich.
Like
Comment
Aldo Tembe
132 ratings
Rated on Nov 24, 2018
Favorite wine of owner of wine bar barrio alto Lisbon
Like
Comment
Thomas Tucker
5 ratings
Rated on Dec 12, 2018
Show more reviews","Tinta Roriz, Tinta Amarela, Touriga Franca
","Northern Portugal Red
","Beef, Lamb, Game (deer, venison), Poultry"
1620,1620,1620,https://www.vivino.com/picos-do-couto-reserva/w/1535739?year=2014&amp;price_id=12202160,Picos do Couto,Reserva 2014,Red wine,Beiras,Portugal,3.8,60 ratings,6.92,"Community reviews
Good surprise. Balanced, goes well with salty foods
Like
Comment
Rui Vilela
138 ratings
Rated on Feb 13, 2018
Medium body dry wine with notes of red fruits and spice. Overall pretty enjoyable.
Like
Comment
Anton Gerunov
344 ratings
Rated on Dec 7, 2017
Nice burgundy color. Earthy, oaky aroma. High acidity. Dry. Alcohol. Vanilla, flower petal and pepper. Medium body. Good tannin. Nice with children.
Like
Comment
Kazmo Groove
304 ratings
Rated the 2008 vintage on Dec 10, 2015
Show more reviews","Touriga Nacional, Tinta Roriz, Alfrocheiro Preto
","Portuguese Dão Red
","Beef, Lamb, Game (deer, venison), Poultry"
1621,1621,1621,https://www.vivino.com/dona-maria-tinto/w/1143599?year=2015&amp;price_id=15440822,Dona Maria,Tinto 2015,Red wine,Alentejano,Portugal,3.8,781 ratings,9.83,"Community reviews
At a hotel in Lisbon. Alentejo red made from Aragonez, Alicante Bouschet, Syrah & Cab Sauv. Cab Sauv dominates aroma flavor. Velvety texture & good for the international market.
Like
Comment
Kasumigna
1742 ratings
Rated on Sep 5, 2018
Red berries, peppery on the nose. Bit like a French Syrah but without the high tannins. Long finish. Medium wine with dark berries in the taste, almost floral too. Excellent value and a real easy drinker
Like
Comment
Greg Duignan
247 ratings
Rated on Apr 25, 2018
Not your typical oaky Alentejo but with touch of sweetness that makes this wine a great value for the money.
Like
Comment
Benjamin T
349 ratings
Rated on Dec 5, 2018
Show more reviews","Shiraz/Syrah, Cabernet Sauvignon, Alicante Bouschet, Aragonez
","Southern Portugal Red
","Beef, Pasta, Veal, Poultry"
1622,1622,1622,https://www.vivino.com/cantine-antonio-caggiano-vigna-macchia-dei-goti-taurasi/w/1159930?year=2012&amp;price_id=11133822,Antonio Caggiano,Vigna Macchia dei Goti Taurasi 2012,Red wine,Taurasi,Italy,4.1,218 ratings,34.92,"Community reviews
A discovery : interesting grape and cherry aromas. Very earthy ... tight and closed in the beginning opens up greatly but gradually after an hour... a good job
Like
Comment
Vicken Bayramian
554 ratings
Rated on Jan 4, 2017
Strong plum/prune aroma with tobacco. Tight at first and opens up. Full bodied. Cherry on the palate with strong grippy tannins. Could use a few more years of aging.
Like
Comment
Michael Cipollone
117 ratings
Rated on Nov 26, 2016
I Love Taurasi in general and this is a great example of why I love this region and Agilanico grapes.
Like
Comment
Joe Prus
436 ratings
Rated on Feb 18, 2019
Show more reviews","Aglianico
","Southern Italy Red
","Beef, Pasta, Lamb
Alcohol
14.5%"
1623,1623,1623,https://www.vivino.com/quinta-do-serrado-tinto/w/1986430?year=2014&amp;price_id=12202184,Quinta do Serrado,Tinto 2014,Red wine,Dão,Portugal,3.6,62 ratings,4.39,"Community reviews
Nice simple everyday Portuguese wine from the Dão, a deep dark carmine-garnet color with purple shade. Nose: sweet red fruit, black foresf berries, spices, cocoa nuance, some earthy notes, and dry grass. Wine balanced, medium body, with a pleasant fruity finish.
Like
Comments (2)
KingMat
4993 ratings
Rated on May 20, 2019
Ordinary everyday wine. Not bad but not special too.
Like
Comment
George Filipov
3262 ratings
Rated on Sep 11, 2017
Fruity,dry and also smooth
Like
Comment
Birgitte Burich
38 ratings
Rated on May 24, 2019
Show more reviews","Touriga Nacional, Touriga Franca, Tinta Barroca
","Portuguese Dão Red
","Beef, Lamb, Game (deer, venison), Poultry"
1624,1624,1624,https://www.vivino.com/pt-anselmo-mendes-contacto-alvarinho/w/1201076?year=2017&amp;price_id=14105429,Anselmo Mendes,Contacto Alvarinho 2017,White wine,Monção e Melgaço,Portugal,3.8,2280 ratings,50.28,"Community reviews
Lime and grapefruit on the nose. Mid weight with any citrus flavour very much in the background as the acidity dominates. A wine to drink during a meal. On reflection I've increased my rating to 4 stars as it's a subtle and well crafted wine.
Like
Comments (2)
Grapefan
702 ratings
Rated on Aug 25, 2018
Very aromatic, both nose and mouth. Fresh and easy to drink. Candy. Roses. Girly... If arom is your style then this one should fit the bill.
Like
Comment
Johan Åkerman
251 ratings
Rated on Jun 13, 2018
Light colour, minerals and raw peach on the nose, but taste is fresh with citrus, pear and apricot with salty herbs. This would go best with the meal
Like
Comment
Sari Örn
753 ratings
Rated on Feb 27, 2019
Show more reviews","Alvarinho
","Portuguese Vinho Verde White
","Shellfish, Vegetarian, Appetizers and snacks
0
Allergy notice
sulfites, milk, egg"
1625,1625,1625,https://www.vivino.com/pt-colinas-reserva-tinto-douro/w/4175645?year=2015&amp;price_id=15095735,Colinas do Douro,Reserva Tinto 2015,Red wine,Douro,Portugal,3.8,229 ratings,10.93,"Community reviews
Ripe dark berries, spice, oak, flowers and and earth on the nose. Young, fruity and warm. Firm and integrated tannins. Powerful, and delicate wine.
Like
Comment
Rolf-Magne Frøysland
2208 ratings
Rated on Aug 4, 2018
Classic Douro. Lovely rounded body with balanced tannins and exploding with fruit. Came across.this at the Cascais market wine festival and tasting.
Like
Comment
Clive Herbert
345 ratings
Rated on May 13, 2018
A nice, dark and robust Douro red. 12 months in oak and that shows! Right away lots of sweet oak on the nose. It quites down in the glass becoming more spicy, savoury, smoky. On the palate at first that oak continues. Strong chocolatw and coffee, with air more dark fruit and licorice spice, earthy notes. Firm, full-bodied, good but round harmonious tannins. Went well with a warming stew now that autumn is starting to present itself up here.
Like
Comments (2)
Eyvind York
3001 ratings
Rated on Aug 25, 2018
Show more reviews","Touriga Nacional, Touriga Franca, Tinta Roriz, Tinta Cão
","Portuguese Douro Red
","Beef, Pasta, Lamb, Game (deer, venison)"
1626,1626,1626,https://www.vivino.com/duvalley-grande-reserva-branco/w/1440610?year=2013&amp;price_id=6856371,Duvalley,Grande Reserva Branco 2013,White wine,Douro,Portugal,3.6,41 ratings,14.83,"Community reviews
Very fresh White Douro, with herbal notes, accentuated citrus quality to it, and a spiky, almost poppy finish.
Like
Comment
Rui Martins
279 ratings
Rated on May 25, 2016
Fresh, mineral, Summer delight
Like
Comment
Abel Patacho
100 ratings
Rated on May 30, 2015
Quite mineral but pleasant
Like
Comment
Kiko
641 ratings
Rated the 2014 vintage on Jan 2, 2017
Show more reviews","Rabigato, Viosinho
","Northern Portugal White
","Shellfish, Appetizers and snacks, Lean fish, Cured Meat"
1627,1627,1627,https://www.vivino.com/herdade-do-mouchao-colheitas-antigas/w/1174337?year=2002&amp;price_id=1933673,Mouchao,Colheitas Antigas 2002,Red wine,Alentejo,Portugal,4.3,451 ratings,76.33,"Community reviews
Basically the traditional Mouchão 2002 with the addition of being kept in the producers cellar until its fit for optimum consumption. The usual black ripe fruit nose with balsamic,light wood and dark chocolate notes.Full palate of jam and ripe fruit,vanilla and figs,wood and almonds...balsamic. The full body gives way to a very persistent end with good acidity filling the palate.There is a trapped spirit in the bottle that makes you eat and drink more.Be very careful!!!!
Like
Comments (6)
Christopher Cabrita
476 ratings
Rated on Jun 11, 2016
Macho fruits with layered wood and herbed spices
Like
Comments (1)
Marco Vino
1569 ratings
Rated on Apr 6, 2014
Excelente! Potente, elegante, macio, carvalho intenso no final. 🍷🍷
Like
Comment
Vanessa Marra
327 ratings
Rated on Mar 18, 2017
Show more reviews","Alicante Bouschet
","Portuguese Alentejo Red
","Beef, Lamb, Veal, Poultry"
1628,1628,1628,https://www.vivino.com/monte-da-ravasqueira-tinto/w/2392149?year=2017&amp;price_id=18799889,Monte da Ravasqueira,Tinto 2017,Red wine,Alentejano,Portugal,3.8,365 ratings,19.95,"Community reviews
Every bottle taste the same, it’s well done wine! Very fruity with s lot of tannins and some kind of cherries rock taste, but this one is intriguing and very nice:)
Like
Comments (4)
Andrzej Kaminski-Bator
1347 ratings
Rated on May 5, 2018
Very fruity with overwhelming plum and some cherry in the background. Some tannins to it make it perfectly balanced with a short, nice finish. Good one!
Like
Comment
Filip S.
268 ratings
Rated on Jul 26, 2018
A very successful wine for a ridiculously low price. A great mix. I am very curious about this wine after a few years in a bottle.
Like
Comments (1)
Mateusz Jakubowski
432 ratings
Rated on Apr 1, 2018
Show more reviews","Shiraz/Syrah, Alicante Bouschet, Touriga Nacional, Aragonez
","Portuguese Alentejo Red
","Beef, Lamb, Veal, Poultry"
1629,1629,1629,https://www.vivino.com/chateau-ste-michelle-merlot/w/1132669?year=2014&amp;price_id=16208144,Château Ste. Michelle,Merlot 2014,Red wine,Columbia Valley,United States,3.8,2093 ratings,55.63,"Community reviews
Region : Columbia Valley Variety : 100% Merlot ABV : 13.5% Stopper : Cork Medium bodied red wine. Deep red with purple tints in colour, on the nose, aromas of black raspberry and black hcerry with notes of leather. High tannins. Well-balanced in acidity. Bold and structured red wine in style. On the palate, dry, rounded, rich flavoured, druit-driven, dlivers red fruits character, touch of sweetness in texture, good lenght. It has long finish. Pairs with grilled pork chops. Drinking temperature : 15-18 °C.
Like
Comments (28)
Morteza Afshar
1759 ratings
Rated on Apr 28, 2018
Yet another one from this weekend's festivities... I had to add a Merlot to this mix, you understand. Nice smooth texture with ripe black cherry, blueberry, spices and a lingering undertone of leather. There's a depth to the layers even though the structure remains fairly simple. Slight floral aromas drift upwards in the finish, coupled with silky tannins and rich oak. At this price point, I have to go with an extra star. This needs no pairing at all and definitely lands on my wishlist for the future.
Like
Comments (6)
Matthew Snow
3724 ratings
Rated on Sep 5, 2017
Great quality for an affordable Merlot. Medium finish. Smooth. Medium plus acidity. Fruit forward but balanced with minerality.
Like
Comment
T R
310 ratings
Rated on Apr 5, 2017
Show more reviews","Merlot
","Washington State Merlot
","Beef, Lamb, Veal
Alcohol
13.5%"
1630,1630,1630,https://www.vivino.com/oremus-mandolas-dry/w/1632873?year=2015&amp;price_id=16718223,Oremus,Mandolás Dry 2015,White wine,Tokaj,Hungary,4.0,585 ratings,54.68,"Community reviews
And after a hot day a cool glass of refreshing wine is always welcome.. the 2015 the best vintage of this dry furmint, according the winemaker long potential to store and the wine should sweeten a bid .. now green and some ripe yellow and green berries, lots of minerals and a sharp acidity. Great along some mozzarella and olives! Salute
Like
Comments (14)
bruno schenk - wine o'clock
2941 ratings
Rated on May 31, 2017
Yellow gold in colour. Dry medium to high acidity. Nice fruity charachter. Good minerality. Fresh finish. A food wine.
Like
Comments (4)
Gavin (The Wine Taster)
5732 ratings
Rated on Mar 4, 2018
Love this style! Dry with toasty yeast element. Ginger and lots of lime. Great acidity and minerality. Lingering finish. Perhaps a perfect pairing for Japanese cuisine, sushi nori etc.
Like
Comment
Peter X
943 ratings
Rated on Sep 7, 2017
Show more reviews","Furmint
",,"Winery
Oremus
Grapes
Furmint
Region
Tokaj"
1631,1631,1631,https://www.vivino.com/achaval-ferrer-malbec/w/77560?year=N.V.&amp;price_id=8147133,Achaval-Ferrer,Malbec N.V.,Red wine,Mendoza,Argentina,3.9,27207 ratings,47.25,"Community reviews
Big nose with a relatively simple taste profile. Crushed blueberry and cherry with almost a ... garage... smell. Wet rubber with a slightly bitter, sour citrus finish. Interesting for a Malbec.
Like
Comment
Anthony Stanley
112 ratings
Rated on Feb 7, 2019
Great wine for the price. Bold yet smooth.
Like
Comment
Karen Azizi
29 ratings
Rated on Feb 18, 2017
Smooth and dry with tones of dark fruits on the tongue.
Like
Comment
Mauricio Bouroncle
187 ratings
Rated on Feb 8, 2019
Show more reviews","Malbec
","Argentinian Malbec
","Beef, Lamb, Poultry
Alcohol
14.5%"
1632,1632,1632,https://www.vivino.com/paulo-laureano-classico-alentejano-tinto/w/1743390?year=2016&amp;price_id=16164779,Paulo Laureano,Clássico Alentejano Tinto 2016,Red wine,Alentejano,Portugal,3.5,1031 ratings,5.33,"Community reviews
Beautiful ruby colour. Aroma of dark red fruits and very subtle wood. In mouth, medium acidity and tanins, cassis, fills the mouth. Medium persistency. A good wine in this price range.
Like
Comments (12)
Erley Santos
1680 ratings
Rated on May 6, 2018
Red fruits and spices. 14%. Excelent value.
Like
Comments (1)
Kayo Sodré
275 ratings
Rated on Mar 23, 2018
Very good. A classical Alentejano red wine.
Like
Comments (1)
Renato Garcia
271 ratings
Rated on Jan 24, 2018
Show more reviews","Alfrocheiro Preto, Aragonez, Trincadeira
","Portuguese Alentejo Red
","Beef, Lamb, Veal, Poultry"
1633,1633,1633,https://www.vivino.com/marques-de-riscal-rioja-gran-reserva/w/1135982?year=2007&amp;price_id=13620560,Marqués de Riscal,Rioja Gran Reserva 2007,Red wine,Rioja,Spain,4.2,2250 ratings,116.54,"Community reviews
This is delicious- probably my favorite of our blind tasting and a great value. Nice dark fruit and balanced, well integrated oak.
Like
Comment
Katie McCormick
150 ratings
Rated on Apr 30, 2019
An excellent rioja with lots of complexity. Lots of red berries, earthy, and spicy. Soft tannins and good mix of oak gives this wine a good long finish.
Like
Comment
Johnny Hetherington
329 ratings
Rated on Mar 11, 2018
Fantastic Rioja Grand Reserva, excellently aged and balanced. Nice freshness with wide variety of fruit tones that starts from the nose and ends on the long long finish. Enjoyed the wine a lot.
Like
Comment
Paul Smolkin
631 ratings
Rated on Mar 6, 2019
Show more reviews","Graciano, Tempranillo, Mazuelo
","Spanish Rioja Red
","Beef, Lamb, Veal, Poultry
Alcohol
14%
Allergy notice
sulfites, milk, egg
Cap
cork"
1634,1634,1634,https://www.vivino.com/alceno-premium-50-barricas-syrah/w/1490673?year=2012&amp;price_id=3523123,Alceño,Premium 50 Barricas Syrah 2012,Red wine,Jumilla,Spain,3.7,7462 ratings,23.98,"Community reviews
Very smooth Spanish Syrah, loses a bit with its finish, harmonic, but still strong after all, good value, between 3.5 and 4.0
Like
Comment
F J
274 ratings
Rated on Mar 9, 2016
Nice surprise. Complex and totally different experience after being opened for about 20 minutes. I can imagine this aging well. Highly recommend!
Like
Comment
Aaron Fuller
572 ratings
Rated on Oct 20, 2016
Nice round taste. Quit a body, yet fruity and ""sweet"", like Syrah knows to be. Very rewarding for its reasonable price. 3.9 points
Like
Comments (3)
Azaria Elburg
270 ratings
Rated on May 13, 2016
Show more reviews","Shiraz/Syrah
","Spanish Syrah
","Beef, Lamb, Game (deer, venison), Poultry
Allergy notice
sulfites, milk, egg"
1635,1635,1635,https://www.vivino.com/catena-alta-malbec/w/1870?year=2014&amp;price_id=15195757,Catena Alta,Malbec 2014,Red wine,Mendoza,Argentina,4.3,2852 ratings,86.14,"Community reviews
Thick broody and cigar notes. Full summer fruits features strong black cherry and plum right to the finish. Firm but gentle tannins
Like
Comment
Lauren Munroe
120 ratings
Rated on Jan 25, 2018
Opened full bodied but blossomed by the minute so that it tasted better and better. Full flavored, rich, velvety, dark colored, silky smooth.
Like
Comment
Joe Bailey Cole
299 ratings
Rated on Apr 24, 2019
#cocoa #leather #plum and other dark fruits. Hints of earth and vanilla as well in this awesome #Catena family wine. #malbec #redwine #yummy #argentina @catenawine
Like
Comment
Roger Marais
300 ratings
Rated on Jan 27, 2019
Show more reviews","Malbec
","Argentinian Malbec
","Beef, Lamb, Poultry
Alcohol
13.5%
Residual sugar
1 g/l
Acidity
5 g/l
Allergy notice
sulfites, milk, egg
Best enjoyed between
- 2022"
1636,1636,1636,https://www.vivino.com/marchesi-di-barolo-madonna-del-dono-dolcetto-d-alba/w/1792?year=2015&amp;price_id=19066441,Marchesi di Barolo,Madonna del Dono Dolcetto d'Alba 2015,Red wine,Dolcetto d'Alba,Italy,3.7,577 ratings,52.81,"Community reviews
Nice fruit. Really easy to drink. At this price, maybe too easy.
Like
Comment
THance
364 ratings
Rated on Sep 21, 2017
Very nice, full bodies but not dry
Like
Comment
A Johnson
281 ratings
Rated on Mar 3, 2018
An excellent Barolo!
Like
Comment
Vitis Vinifera
302 ratings
Rated on Dec 22, 2016
Show more reviews","Dolcetto
","Northern Italy Red
","Beef, Pasta, Lamb, Game (deer, venison)
Alcohol
13%"
1637,1637,1637,https://www.vivino.com/marques-de-grinon-blanco-verdejo/w/4303484?year=2014&amp;price_id=15584346,Marqués de Griñon,Blanco (Verdejo) 2014,White wine,Rueda,Spain,3.4,80 ratings,25.74,"Community reviews
Nose of ripe fruits: pineapple, aproicots, apples and flowers. Fruity and well balanced.
Like
Comment
Petras Jarasunas
586 ratings
Rated on Oct 25, 2016
Quite pale straw verdejo. The palate has some oily/petrol hints, which disturbs the otherwise fruity character. Not fresh enough to my taste, should be dusted of
Like
Comment
D B
1022 ratings
Rated on Aug 21, 2016
Floral, depth of flavour and smooth Verdejo. Marques de Griñon produce some very drinkable reds and this Verdejo is a pleasantly good surprise with little to no acidic aftertaste. Recommendable and very good value for money
Like
Comment
Daniel Smith
168 ratings
Rated on Jul 23, 2016
Show more reviews","Verdejo
","Spanish Verdejo
","Pork, Shellfish, Vegetarian, Cured Meat
Alcohol
13%
Allergy notice
sulfites, milk, egg"
1638,1638,1638,https://www.vivino.com/cos-pithos-bianco/w/1144050?year=2015&amp;price_id=11557657,COS,Pithos Bianco 2015,White wine,Terre Siciliane,Italy,3.7,256 ratings,20.87,"Community reviews
Definitely aerate this for an hour to let the wine open up... Orange zest, tree barks, dried apricot and white flowers. Dry, high acidity, medium tannins and medium body. Medium+ finish. Very good.
Like
Comment
Guillaume Bourassa-Benoit
2022 ratings
Rated on Feb 17, 2018
In fact an orange wine, full bodied with hints of nuts and wood and some sherry tones. Good balanced acidity. A little bitter in the aftertaste. Exellent gastronomic wine.
Like
Comment
Thomas Losonczy
934 ratings
Rated on May 2, 2018
Not a natural wine fan but this was a lovely example. Served too cold initially but lovely lemon and orange flavours developed as it warmed. Good acidity, cut well through citrus marinated mackerel.
Like
Comment
Dave D
1287 ratings
Rated on Nov 11, 2017
Show more reviews","Grecanico
","Southern Italy White
","Shellfish, Vegetarian, Appetizers and snacks
Alcohol
11.5%
Certified biodynamic
Yes"
1639,1639,1639,https://www.vivino.com/hugel-gentil/w/5106?year=2015&amp;price_id=10008374,Hugel,Gentil 2015,White wine,Alsace,France,3.7,1418 ratings,11.53,"Community reviews
STORE TASTING - SAMPLE One of our favorites at the tasting! First, how can you go wrong with Alsace? This wine brightly shines of youth but with a subtle edge. From beginning to end, I savored this for a long time into the finish. It gave me a big bowl of island fruits (kiwi!) with enough acid & mineral balance to impress. Aromas of lychee, acacia & white lily flowers teased the nose long before the lips touched the glass. Such fun to discover this one!
Like
Comments (19)
Scott White
2383 ratings
Rated on Apr 18, 2017
NOBLE WHITE GRAPES “Gentil” refers to the blending of Alsace’s noble white grape varietals: Pinot Blanc + Sylvaner 50%, and the other half split with Riesling, Gewurtzraminer, Pinot Gris, and Muscat, hand harvested & barrel-fermented as is the Alsace tradition. Rather than it being a hot muddled mess, the wine is a stunning whole where each varietal played an integral part. Aromatic & grapey, refreshing & a little spicy, fruity at the start but growing more nuanced as it warms up in the glass. So good!👌🏻
Like
Comments (31)
Maureen White
445 ratings
Rated on Feb 6, 2019
Very light in colour but certainly not light on the flavour. There are some wonderful fennel tones surrounding the amiable fleshy white fruits and another herbaceous border towards the finish. Very nice - it can take spicy food so enjoy with a Goan Fish Curry - Pomfret preferred!
Like
Comment
A Quest for the Grape
3427 ratings
Rated on May 18, 2017
Show more reviews","Pinot Blanc, Sylvaner, Gewürztraminer, Muscat Blanc, Pinot Gris, Riesling
","Winery
Hugel
Grapes
Pinot Blanc, Sylvaner, Gewürztraminer, Muscat Blanc, Pinot Gris, Riesling
Region
Alsace
","Pork, Rich fish (salmon, tuna etc), Shellfish, Spicy food, Sweet desserts, Mature and hard cheese, Vegetarian, Poultry, Mild and soft cheese
Alcohol
13%
Allergy notice
sulfites"
1640,1640,1640,https://www.vivino.com/donnafugata-anthilia/w/7662?year=2015&amp;price_id=13593877,Donnafugata,Anthìlia 2015,White wine,Sicilia,Italy,3.8,3149 ratings,23.25,"Community reviews
Fruity, amazing fresh bouquet. The smell is perfect during a summer dinner. We loved the wine as it was a perfect companion with our sea based dinner!!! Strongly recommended;)
Like
Comment
Luca Cutolo
155 ratings
Rated on Aug 21, 2017
This wine was paired with a lobster artisanal flatbread and blew us away! The floral notes, citrus, and vibrancy is AWESOME!!! If you come across this wine, buy it. Even if you're not a white wine fan. You're gonna love it!
Like
Comment
Nathan C.
668 ratings
Rated on Feb 12, 2017
At first I thought it might be too fruity for my taste but actually I got dry mineral follow-through with notes of pear, ending on a subtle sweet note. Really surprising and quite nice with a summer salad.
Like
Comments (1)
Vicente BdC
173 ratings
Rated on Jun 29, 2018
Show more reviews","Nero d'Avola, Ansonica, Catarratto Bianco, Inzolia
","Southern Italy White
","Shellfish, Vegetarian, Appetizers and snacks
Alcohol
12.8%"
1641,1641,1641,https://www.vivino.com/william-fevre-chablis-chablis/w/12846?year=2017&amp;price_id=16937293,William Fèvre,Chablis 2017,White wine,Chablis,France,3.7,822 ratings,59.98,"Community reviews
Duchess pear, green apple, lime, lemon, salt and chalk aroma and taste. High acidity, fresh, flinty, crispy, smooth, balanced.
Like
Comment
Serghei Belous
1348 ratings
Rated on Apr 5, 2019
8,7 PM A very good wine with notes of citrus and apple in the begining and lemon maybe some lime in the finish. Very nice minerality. In the nose pear.
Like
Comment
Răzvan Șincai
1381 ratings
Rated on Mar 1, 2019
I was served this nice Chablis earlier this month at Kraft Bodega. See previous TN. This time it was paired with Jerusalem artichoke soup at Fagn Bistro, Trondheim 28.05.2019. Great match!
Like
Comment
Arvid Rattlås
347 ratings
Rated on May 30, 2019
Show more reviews","Chardonnay
","Burgundy Chablis
","Pork, Rich fish (salmon, tuna etc), Shellfish, Mild and soft cheese
Alcohol
12.5%
Allergy notice
sulfites, milk, egg"
1642,1642,1642,https://www.vivino.com/antinori-tuscany-villa-antinori-chianti-classico-riserva/w/1143960?year=2012&amp;price_id=17643451,Antinori,Villa Antinori Chianti Classico Riserva 2012,Red wine,Chianti Classico,Italy,3.9,5200 ratings,62.66,"Community reviews
88 pts Antinori delivers again and improved slightly since I tasted this vintage a year ago. Chianti is a beautiful workhorse, strong, dependable, when well chosen it's elegantly cast. Cool red fruit, leather, mushroom and herbs, classic Sangiovese. The palate has weight after an hour, good depth and mid length, a finish that is swathed in fruit. Excellent balance. Marvelous for €15.
Like
Comments (16)
@Shane G
1811 ratings
Rated on Mar 31, 2017
Kicking off the Christmas weekend with this beauty. One of the best Chianti's I've had, an enticing nose of ripe cherry with pine cone, winter spice and anise. Juicy palate of dark fruit with bold acidity. Huge savoury qualities; mushroom, leather and dried herbs. Superb tannin, refined and slightly chewy. Oh yes, We have all got a big smile on my face right now!
Like
Comments (8)
John Mobbs
1777 ratings
Rated on Dec 23, 2016
Very good representation of how great a Chianti Classico gets. Medium ruby colour with tainted legs. Pronounced aromas of sour cherry,leather, mocha, dusty minerality and fennel. Medium plus body, alcohol and acid. Round, dusty tannins, balanced and complex palate and long finish. 4
Like
Comment
Marcell Kustos
1518 ratings
Rated on Mar 21, 2016
Show more reviews","Sangiovese
","Italian Chianti
","Beef, Veal, Poultry
Alcohol
13.5%
Allergy notice
sulfites, milk, egg"
1643,1643,1643,https://www.vivino.com/azienda-agricola-mario-schiopetto-ss-bianco/w/98403?year=2010&amp;price_id=18216896,Schiopetto,Bianco 2010,White wine,Venezia Giulia,Italy,3.8,67 ratings,67.25,"Community reviews
3.9+ Blind Tasting Pale Gold.Pear,Citrus,Nuts(Almond),Honey,Butter. Medium(+). Medium acidity,a bit oily and some part reminds me Alsace…and either Sauternes. But this should be Chardonnay. But I have no idea about the region...May be Southern France??Or Italy?🤔 It's Mario Schiopetto !50% Chardonnay 50% Friulano! Last year I do blind tasting for this winery and guessed it Alsace.This time,Chardonnay saves me😂
Like
Comments (20)
mk
2120 ratings
Rated on Nov 22, 2018
Dry, slightly oaked
Like
Comment
Ricardo Soares
627 ratings
Rated on May 21, 2015
3.7 🇮🇹 Clean, well-done Chardonnay-Friuliano blend. Clear note of a butter with subtle spices. Well mannered wine that grabs just enough attention 🎩
Like
Comments (2)
! Alex Gostev ¡
437 ratings
Rated the 2009 vintage on Dec 2, 2017
Show more reviews","Friulano, Chardonnay
","Northern Italy White
","Pasta, Shellfish, Mature and hard cheese, Lean fish, Cured Meat
Alcohol
13.5%"
1644,1644,1644,https://www.vivino.com/argiolas-cardanera-carignano-del-sulcis-carignano-del-sulcis/w/5855475?year=2016&amp;price_id=16741086,Argiolas,Cardanera Carignano del Sulcis 2016,Red wine,Carignano del Sulcis,Italy,3.7,163 ratings,31.25,"Community reviews
Lovely! Aromatic, well-balanced , rounded and long finish with medium acidity and tannins. Great on its own and with food. Easy to drink. However, drink up fast as it plunges and turns highly acidic in about 40 mins from opening.
Like
Comment
Willis Liu
515 ratings
Rated on Apr 2, 2018
Intense, thick, interesting nose and good ""flavor"" but not much of a body and the acid punches hard at the finish. Drank at bar ristorante pisaneddu in Baunei, Sardinia.
Like
Comment
Nick Chester
383 ratings
Rated on Jul 17, 2018
88.Stuffed and consistent ruby, with an intense and variegated nose with scents of red and black fruits under the spirit among which cherry, blueberry and black currant stand out, with peppery notes in the background. In the mouth it is fruity with intense spicy notes of coffee and licorice. A vibrant tannic texture, decisive but not aggressive, the alcohol content is well tempered by an excellent acidity and discreet sapidity. The body is full and the finish is soothing, balsamic and long. Excellent price.
Like
Comments (3)
Gigi Carrinho #WineSpoiler
973 ratings
Rated on Mar 3, 2018
Show more reviews","Carignan
","Southern Italy Red
","Beef, Pasta, Lamb
Alcohol
13.5%"
1645,1645,1645,https://www.vivino.com/girlan-aime-gewurztraminer/w/2125396?year=2017&amp;price_id=17814821,Girlan,Aimè Gewürztraminer 2017,White wine,Südtirol - Alto Adige,Italy,3.9,108 ratings,18.67,"Community reviews
We all liked this one and probably the best Italian Gewürztraminer I’ve had. Lychees to start with and more tropical fruit coming in as the wine opened up.
Like
Comment
J G
541 ratings
Rated on Mar 31, 2019
La Dispensa, San Felice de Benaco december 2018; 14,5%
Like
Comment
Arjan Tiesing
2091 ratings
Rated on Dec 28, 2018
enamelled, peach apricot bread yeast. one of the best gewuztraminer ever tasted
Like
Comment
Paolo Lonati
655 ratings
Rated on Jul 24, 2018
Show more reviews","Gewürztraminer
","Northern Italy Gewürztraminer
","Pork, Rich fish (salmon, tuna etc), Spicy food, Poultry, Mild and soft cheese
Alcohol
14.5%"
